Company Name,Current Year,Years_to_Bankrupt,Bankruptcy,"Total Revenue [CY 2005] ($USDmm, Historical rate)","Gross Profit [CY 2005] ($USDmm, Historical rate)","Net Income [CY 2005] ($USDmm, Historical rate)",EBITDA,"Total Current Assets [CY 2005] ($USDmm, Historical rate)","Total Assets [CY 2005] ($USDmm, Historical rate)","Total Current Liabilities [CY 2005] ($USDmm, Historical rate)","Cash from Ops. [CY 2005] ($USDmm, Historical rate)",Net_Debt_EBITDA,Profit_Margin,Net Debt,Net Workng Capital,Current_Ratio,Debt_to_Cash_Flow_From_Ops,"Market Capitalization [My Setting] [1/31/2005] ($USDmm, Historical rate)","Market Capitalization [My Setting] [01/31/2006] ($USDmm, Historical rate)"
"WW International, Inc. (NasdaqGS:WW)",2005,16.0,0.0,1151.3,630.6,174.4,361.7,127.7,835.5,165.9,296.8,2.0,0.2,716.2,-38.2,0.8,2.4,4855.0,4847.7
Jacobs Engineering Group Inc. (NYSE:J),2005,16.0,0.0,6035.2,829.5,145.8,281.5,1461.2,2498.8,852.1,119.3,0.0,0.0,0.0,609.1,1.7,0.0,2882.4,4851.5
"WEC Energy Group, Inc. (NYSE:WEC)",2005,16.0,0.0,3815.5,983.6,308.7,935.9,1377.0,10462.0,1646.8,579.0,4.2,0.1,3912.1,-269.8,0.8,6.8,4000.0,4855.9
Lamar Advertising Company (REIT) (NasdaqGS:LAMR),2005,16.0,0.0,1021.7,668.5,41.8,458.2,191.4,3741.2,97.6,347.3,3.4,0.0,1557.9,93.8,2.0,4.5,4485.0,4864.1
"Intuitive Surgical, Inc. (NasdaqGS:ISRG)",2005,16.0,0.0,227.3,153.6,94.1,75.5,208.7,501.6,58.0,70.8,0.0,0.4,0.0,150.7,3.6,0.0,1356.2,4869.4
"United Airlines Holdings, Inc. (NasdaqGS:UAL)",2005,16.0,0.0,17379.0,2637.0,-21176.0,672.0,4259.0,19342.0,5234.0,939.0,14.7,-1.2,9878.4,-975.0,0.8,10.5,,4879.0
Duke Realty Corporation (NYSE:DRE),2005,16.0,0.0,1061.8,464.2,355.7,434.6,204.1,5647.6,241.9,409.1,5.9,0.3,2572.8,-37.8,0.8,6.3,4444.0,4886.8
"Canadian Tire Corporation, Limited (TSX:CTC.A)",2005,16.0,0.0,6624.6,708.2,283.2,686.0,2550.7,5109.5,1562.3,354.8,0.7,0.0,466.5,988.4,1.6,1.3,3428.3,4910.2
Old Republic International Corporation (NYSE:ORI),2005,16.0,0.0,3805.9,757.1,551.4,776.1,4036.4,11543.2,1702.8,833.6,0.1,0.1,74.5,2333.6,2.4,0.1,4230.2,4924.4
Avaya Inc.,2005,12.0,1.0,5003.0,2343.0,961.0,596.0,2092.0,5078.0,1185.0,476.0,0.0,0.2,0.0,907.0,1.8,0.0,6569.4,4964.0
Avaya Inc.,2005,16.0,0.0,5003.0,2343.0,961.0,596.0,2092.0,5078.0,1185.0,476.0,0.0,0.2,0.0,907.0,1.8,0.0,6569.4,4964.0
Equifax Inc. (NYSE:EFX),2005,16.0,0.0,1443.4,849.2,246.5,504.2,280.4,1831.5,294.5,337.8,1.0,0.2,519.3,-14.1,1.0,1.5,3681.8,4976.6
Andeavor,2005,16.0,0.0,16581.0,1411.0,507.0,1182.0,2215.0,5097.0,1502.0,758.0,0.5,0.0,607.5,713.0,1.5,0.8,2116.4,4989.9
"Cadence Design Systems, Inc. (NasdaqGS:CDNS)",2005,16.0,0.0,1329.2,1097.8,49.3,348.3,1276.3,3401.3,605.9,426.3,0.0,0.0,0.0,670.4,2.1,0.0,3603.6,5010.3
Health Management Associates Inc.,2005,16.0,0.0,3351.3,1365.9,349.9,703.6,1060.7,4155.5,1005.9,547.3,1.6,0.1,1146.9,54.8,1.1,2.1,5387.3,5065.1
"Tyson Foods, Inc. (NYSE:TSN)",2005,16.0,0.0,26016.0,1689.0,363.0,1258.0,3620.0,10699.0,3063.0,771.0,2.2,0.0,2817.9,557.0,1.2,3.7,6035.6,5079.9
Allegheny Technologies Incorporated (NYSE:ATI),2005,16.0,0.0,3539.9,654.2,362.4,449.6,1484.0,2731.6,560.9,223.8,0.4,0.1,197.8,923.1,2.6,0.9,2299.2,5091.7
Cigna Corporation (NYSE:CI),2005,16.0,0.0,16386.0,6740.0,1625.0,1872.0,11076.0,44893.0,10247.0,718.0,0.0,0.1,0.0,829.0,1.1,0.0,3592.0,5098.3
Dean Foods Company (OTCPK:DFOD.Q),2005,16.0,0.0,10174.7,2583.2,308.7,830.2,1401.2,7050.9,1025.9,555.8,4.1,0.0,3362.3,375.3,1.4,6.0,5250.4,5105.4
"Red Hat, Inc.",2005,16.0,0.0,257.1,209.8,64.2,60.9,738.3,1230.0,189.9,167.0,0.0,0.2,0.0,548.4,3.9,0.0,1956.9,5159.5
"Monster Worldwide, Inc.",2005,16.0,0.0,818.3,487.2,98.2,174.1,773.1,1678.7,705.9,209.0,0.0,0.1,0.0,67.2,1.1,0.0,3714.2,5223.6
"Republic Services, Inc. (NYSE:RSG)",2005,16.0,0.0,2863.9,1060.0,253.7,770.5,482.3,4550.5,667.0,747.8,1.7,0.1,1340.7,-184.7,0.7,1.8,4971.4,5250.5
Temple-Inland LLC,2005,16.0,0.0,3843.0,461.0,176.0,363.0,12069.0,21630.0,5877.0,586.0,23.6,0.0,8566.8,6192.0,2.1,14.6,3561.1,5263.7
"Toll Brothers, Inc. (NYSE:TOL)",2005,16.0,0.0,6144.1,1836.8,859.8,1345.0,6264.4,6559.1,1301.4,233.9,1.2,0.1,1560.2,4963.0,4.8,6.7,5979.9,5272.8
Shaw Communications Inc. (TSX:SJR.B),2005,16.0,0.0,1938.6,661.6,157.8,752.6,361.4,6603.7,680.7,674.2,3.7,0.1,2777.1,-319.3,0.5,4.1,4010.1,5293.9
Molson Coors Beverage Company (NYSE:TAP),2005,16.0,0.0,5506.9,2200.0,134.9,960.3,1468.2,11799.3,2236.6,422.3,2.6,0.0,2448.8,-768.4,0.7,5.8,2792.0,5334.1
SITE Centers Corp. (NYSE:SITC),2005,16.0,0.0,707.9,536.6,282.6,499.7,213.1,6863.0,177.0,355.4,7.7,0.4,3862.7,36.1,1.2,10.9,4069.1,5362.5
Tiffany & Co.,2005,16.0,0.0,2312.8,1307.8,254.7,494.0,1698.8,2777.3,364.6,262.3,0.2,0.1,78.1,1334.2,4.7,0.3,4573.1,5362.6
Virgin Media Inc.,2005,16.0,0.0,3347.5,1958.2,723.6,1128.0,1958.9,8574.2,1048.1,428.5,2.2,0.2,2492.9,910.8,1.9,5.8,5963.3,5387.0
"Citrix Systems, Inc. (NasdaqGS:CTXS)",2005,16.0,0.0,908.7,867.4,165.6,261.0,727.4,1699.0,432.4,293.1,0.0,0.2,0.0,295.0,1.7,0.0,3633.5,5438.6
Whirlpool Corporation (NYSE:WHR),2005,16.0,0.0,14317.0,2194.0,422.0,1291.0,4763.0,8301.0,4354.0,884.0,0.6,0.0,716.5,409.0,1.1,0.8,4534.2,5443.2
Thermo Fisher Scientific Inc. (NYSE:TMO),2005,16.0,0.0,2633.0,1208.3,223.2,417.0,1353.9,4251.6,791.7,270.9,0.7,0.1,303.6,562.2,1.7,1.1,4788.9,5458.0
Iron Mountain Incorporated (NYSE:IRM),2005,16.0,0.0,2078.2,1139.9,111.1,570.2,554.2,4766.1,592.0,377.2,4.3,0.1,2474.7,-37.8,0.9,6.6,3648.5,5466.1
Cameron International Corporation,2005,16.0,0.0,2517.8,721.6,171.1,340.3,1728.1,3098.6,921.9,352.1,0.3,0.1,88.8,806.2,1.9,0.3,3098.8,5488.6
"Intercontinental Exchange, Inc. (NYSE:ICE)",2005,16.0,0.0,155.9,154.4,40.4,84.0,164.0,265.8,26.4,49.8,0.0,0.3,0.0,137.6,6.2,0.0,,5510.6
Comverse Technology Inc.,2005,16.0,0.0,1155.0,645.5,82.4,138.1,2662.4,3669.7,918.4,191.5,0.0,0.1,0.0,1744.0,2.9,0.0,4417.5,5532.9
DaVita Inc. (NYSE:DVA),2005,16.0,0.0,2912.0,876.8,228.6,607.2,1654.4,6279.8,989.7,485.6,6.1,0.1,3728.2,664.7,1.7,7.7,4095.3,5568.1
NiSource Inc. (NYSE:NI),2005,16.0,0.0,7895.8,1902.9,306.5,1573.3,3060.7,17958.5,3843.2,712.3,4.2,0.0,6544.9,-782.5,0.8,9.2,6197.3,5596.9
"Lexmark International, Inc.",2005,16.0,0.0,5221.5,1635.6,356.3,702.6,2169.6,3330.1,1233.7,576.4,0.0,0.1,0.0,935.9,1.8,0.0,10759.5,5636.5
"Molex, LLC",2005,16.0,0.0,2619.6,827.5,149.8,484.5,1358.4,2730.9,472.3,425.5,0.0,0.1,0.0,886.1,2.9,0.0,5411.3,5639.4
"Health Net, Inc.",2005,16.0,0.0,11940.5,1716.3,229.8,537.9,2911.6,3940.7,1839.1,191.4,0.0,0.0,0.0,1072.5,1.6,0.0,3229.9,5653.2
"Allegheny Energy, Inc.",2005,16.0,0.0,3037.9,1086.7,63.1,874.2,1173.8,8558.8,1286.5,486.1,4.4,0.0,3881.4,-112.7,0.9,8.0,2654.6,5665.7
Jefferies Financial Group Inc. (NYSE:JEF),2005,16.0,0.0,664.5,383.1,1636.0,364.1,2228.6,5260.9,474.4,321.1,0.0,2.5,0.0,1754.2,4.7,0.0,3882.4,5671.2
"Mohawk Industries, Inc. (NYSE:MHK)",2005,16.0,0.0,6620.1,1768.2,387.1,823.0,2389.0,8040.0,1111.9,561.5,4.0,0.1,3267.3,1277.1,2.1,5.8,5901.5,5688.5
Pride International Inc.,2005,16.0,0.0,1281.6,477.6,128.6,455.6,688.3,4086.5,474.5,321.9,2.6,0.1,1202.8,213.8,1.5,3.7,3187.1,5717.9
Tellabs Inc.,2005,16.0,0.0,1883.4,855.0,175.8,330.0,1873.0,3514.9,525.2,258.4,0.0,0.1,0.0,1347.8,3.6,0.0,3296.6,5736.3
Fastenal Company (NasdaqGS:FAST),2005,16.0,0.0,1523.3,758.1,166.8,297.4,649.0,890.0,91.5,121.9,0.0,0.1,0.0,557.5,7.1,0.0,4562.5,5762.7
Abercrombie & Fitch Co. (NYSE:ANF),2005,16.0,0.0,2784.7,1851.4,334.0,678.0,947.1,1789.7,491.6,453.6,0.0,0.1,0.0,455.5,1.9,0.0,4367.9,5818.0
Globe Life Inc. (NYSE:GL),2005,16.0,0.0,3112.4,951.8,495.4,798.7,368.2,14768.9,731.0,857.6,1.1,0.2,870.6,-362.8,0.5,1.0,5902.7,5821.9
"AutoNation, Inc. (NYSE:AN)",2005,16.0,0.0,18310.3,2914.7,496.5,870.8,3940.1,8824.5,3412.2,579.6,3.1,0.0,2725.6,527.9,1.2,4.7,5037.5,5848.7
"VeriSign, Inc. (NasdaqGS:VRSN)",2005,16.0,0.0,1604.6,1096.1,429.0,432.8,1233.8,3180.7,953.7,481.1,0.0,0.3,0.0,280.1,1.3,0.0,6545.9,5852.5
"Constellation Brands, Inc. (NYSE:STZ)",2005,16.0,0.0,4593.3,1325.0,314.7,814.2,2996.7,7702.5,1600.8,521.6,3.6,0.1,2923.0,1395.9,1.9,5.6,5628.6,5910.6
The Mosaic Company (NYSE:MOS),2005,16.0,0.0,5495.3,869.6,264.0,927.1,1651.1,8695.5,1102.6,367.2,2.6,0.0,2382.6,548.5,1.5,6.5,6238.3,5930.1
Lyondell Chemical Company,2005,4.0,1.0,17257.0,1950.0,531.0,1944.0,4306.0,15089.0,2570.0,1594.0,2.9,0.0,5695.9,1736.0,1.7,3.6,5272.2,5931.7
Lyondell Chemical Company,2005,4.0,1.0,17257.0,1950.0,531.0,1944.0,4306.0,15089.0,2570.0,1594.0,2.9,0.0,5695.9,1736.0,1.7,3.6,5272.2,5931.7
Ralph Lauren Corporation (NYSE:RL),2005,16.0,0.0,3677.0,1974.3,269.0,681.7,1593.5,3017.5,872.2,515.7,0.0,0.1,0.0,721.3,1.8,0.0,3967.2,5937.2
Omnicare Inc.,2005,16.0,0.0,5292.8,1299.1,226.5,621.8,2360.9,7157.4,1000.5,263.5,4.6,0.0,2860.3,1360.4,2.4,10.9,3203.4,5955.9
Avery Dennison Corporation (NYSE:AVY),2005,16.0,0.0,5473.5,1476.9,226.8,687.0,1558.3,4203.9,1525.6,441.6,1.4,0.0,989.3,32.7,1.0,2.2,6015.0,5956.1
Obsidian Energy Ltd. (TSX:OBE),2005,16.0,0.0,1341.8,1041.4,495.2,952.5,216.1,3403.5,324.6,800.3,0.5,0.4,464.8,-108.5,0.7,0.6,3482.5,5972.3
MGIC Investment Corporation (NYSE:MTG),2005,16.0,0.0,1526.5,697.6,626.9,716.6,377.6,6357.6,907.0,508.3,0.7,0.4,490.2,-529.4,0.4,1.0,6184.2,5989.1
"SunEdison, Inc.",2005,11.0,1.0,1107.4,366.5,249.4,314.2,436.3,1148.1,224.9,321.0,0.0,0.2,0.0,211.4,1.9,0.0,2556.9,6001.6
"SunEdison, Inc.",2005,16.0,0.0,1107.4,366.5,249.4,314.2,436.3,1148.1,224.9,321.0,0.0,0.2,0.0,211.4,1.9,0.0,2556.9,6001.6
"Assurant, Inc. (NYSE:AIZ)",2005,16.0,0.0,7497.7,716.9,479.4,800.0,6317.7,25365.5,9508.8,906.3,0.9,0.1,726.4,-3191.1,0.7,0.8,4552.9,6010.8
Unum Group (NYSE:UNM),2005,16.0,0.0,10256.2,2424.0,513.6,971.5,8664.5,51866.8,500.4,1503.6,3.3,0.1,3196.2,8164.1,17.3,2.1,5090.8,6069.7
"Darden Restaurants, Inc. (NYSE:DRI)",2005,16.0,0.0,5504.4,1243.2,317.2,727.2,463.3,3055.5,888.6,603.6,1.0,0.1,713.4,-425.3,0.5,1.2,4696.1,6146.5
V.F. Corporation (NYSE:VFC),2005,16.0,0.0,5654.2,2444.8,506.7,889.4,2365.4,5171.1,1152.1,561.3,0.6,0.1,523.9,1213.3,2.1,0.9,5903.7,6168.1
Enerplus Corporation (TSX:ERF),2005,16.0,0.0,1075.5,866.4,370.7,808.4,220.8,3543.8,363.4,664.6,0.7,0.3,539.2,-142.6,0.6,0.8,3948.5,6212.3
Robert Half International Inc. (NYSE:RHI),2005,16.0,0.0,3338.4,1373.0,237.9,432.6,1016.9,1318.7,336.7,327.5,0.0,0.1,0.0,680.2,3.0,0.0,5260.4,6221.3
"L3Harris Technologies, Inc. (NYSE:LHX)",2005,16.0,0.0,3195.3,925.4,197.3,435.6,1293.6,2885.8,620.0,360.1,1.0,0.1,430.8,673.6,2.1,1.2,4311.4,6222.9
W. R. Berkley Corporation (NYSE:WRB),2005,16.0,0.0,4996.8,1013.0,544.9,919.5,3680.0,13896.3,2575.1,1734.4,0.8,0.1,745.7,1104.9,1.4,0.4,4013.7,6295.2
KB Home (NYSE:KBH),2005,16.0,0.0,8154.7,2222.6,823.7,1260.6,6866.6,7741.4,2358.2,-84.2,1.8,0.1,2319.5,4508.4,2.9,-27.5,4229.4,6361.2
"W.W. Grainger, Inc. (NYSE:GWW)",2005,16.0,0.0,5526.6,2263.8,346.3,620.2,1985.5,3107.9,695.4,432.5,0.0,0.1,0.0,1290.1,2.9,0.0,5545.4,6363.6
"Wynn Resorts, Limited (NasdaqGS:WYNN)",2005,16.0,0.0,722.0,323.9,-90.8,91.8,684.5,3945.3,269.8,48.5,18.2,-0.1,1670.8,414.7,2.5,34.4,5934.7,6427.2
Amdocs Limited (NasdaqGS:DOX),2005,16.0,0.0,2156.1,781.5,294.5,451.6,1752.0,3302.6,864.7,382.2,0.0,0.1,0.0,887.3,2.0,0.0,5989.7,6445.9
Lam Research Corporation (NasdaqGS:LRCX),2005,16.0,0.0,1382.3,684.0,253.2,335.6,1380.5,1582.3,439.2,394.0,0.0,0.2,0.0,941.3,3.1,0.0,3647.3,6494.2
"Patterson-UTI Energy, Inc. (NasdaqGS:PTEN)",2005,16.0,0.0,1740.5,801.1,372.7,756.5,637.9,1795.8,255.4,460.5,0.0,0.2,0.0,382.5,2.5,0.0,3255.6,6500.8
Newell Brands Inc. (NasdaqGS:NWL),2005,16.0,0.0,5717.2,1758.1,251.3,832.0,2472.7,6446.1,1797.4,641.6,3.0,0.0,2479.4,675.3,1.4,3.9,5913.7,6512.8
Intact Financial Corporation (TSX:IFC),2005,16.0,0.0,3814.4,1405.3,670.7,961.6,2365.5,8516.2,5334.8,546.9,0.0,0.2,0.0,-2969.3,0.4,0.0,3352.4,6547.0
Bunge Limited (NYSE:BG),2005,16.0,0.0,24377.0,1611.0,530.0,942.0,6564.0,11446.0,3617.0,382.0,3.0,0.0,2778.9,2947.0,1.8,7.3,6238.9,6577.7
Komatsu Mining Corp.,2005,16.0,0.0,2106.9,616.5,185.6,359.1,1096.9,1628.3,493.8,232.9,0.0,0.1,0.0,603.1,2.2,0.0,2182.0,6629.5
Precision Castparts Corp.,2005,16.0,0.0,3385.6,758.4,316.2,613.8,1195.6,3581.5,708.8,326.9,0.9,0.1,523.0,486.8,1.7,1.6,4580.0,6633.4
"C. R. Bard, Inc.",2005,16.0,0.0,1768.4,1089.8,337.1,503.4,1264.1,2265.6,640.6,401.1,0.0,0.2,0.0,623.5,2.0,0.0,7095.3,6650.7
"Mattel, Inc. (NasdaqGS:MAT)",2005,16.0,0.0,5179.0,2372.9,417.0,839.5,2412.5,4372.3,1463.2,466.7,0.0,0.1,0.0,949.3,1.6,0.0,8071.1,6663.0
Ovintiv Exploration Inc.,2005,16.0,0.0,1762.0,1493.0,348.0,1069.0,540.0,5081.0,670.0,1109.0,0.8,0.2,830.6,-130.0,0.8,0.7,3810.6,6667.1
CI Financial Corp (TSX:CIX),2005,16.0,0.0,987.7,695.8,281.6,463.1,211.5,2273.5,251.9,313.6,0.6,0.3,262.1,-40.4,0.8,0.8,4148.5,6707.3
CNX Resources Corporation (NYSE:CNX),2005,16.0,0.0,3246.2,828.7,580.9,523.9,982.8,5072.0,788.2,409.1,0.2,0.2,102.2,194.6,1.2,0.2,3824.2,6745.1
Crown Castle International Corp. (REIT) (NYSE:CCI),2005,16.0,0.0,676.8,424.8,-399.9,310.9,221.3,4131.3,464.2,209.0,7.1,-0.6,2204.3,-242.9,0.5,10.5,3666.9,6751.0
United States Steel Corporation (NYSE:X),2005,16.0,0.0,14039.0,2398.0,910.0,1774.0,4842.0,9822.0,2749.0,1218.0,0.1,0.1,133.1,2093.0,1.8,0.1,5889.2,6774.7
NCR Corporation (NYSE:NCR),2005,16.0,0.0,4561.0,936.0,529.0,199.0,2927.0,5287.0,1645.0,514.0,0.0,0.1,0.0,1282.0,1.8,0.0,6371.2,6820.7
Pioneer Natural Resources Company (NYSE:PXD),2005,16.0,0.0,1338.9,1029.2,534.6,776.7,623.8,7329.2,1033.4,1277.2,2.6,0.4,2042.7,-409.6,0.6,1.6,5597.5,6825.0
Brookfield Office Properties Inc.,2005,16.0,0.0,1529.0,1529.0,164.0,769.0,943.0,9513.0,227.0,230.0,6.9,0.1,5313.8,716.0,4.2,23.1,5685.3,6912.9
"C.H. Robinson Worldwide, Inc. (NasdaqGS:CHRW)",2005,16.0,0.0,5688.9,879.8,203.4,343.0,1084.8,1395.1,612.5,224.1,0.0,0.0,0.0,472.3,1.8,0.0,4393.9,6918.6
Dominion Energy Questar Corporation,2005,16.0,0.0,2724.9,970.6,325.7,843.2,773.0,4374.3,887.8,695.8,1.3,0.1,1062.4,-114.8,0.9,1.5,4281.8,6948.6
Altera Corp.,2005,16.0,0.0,1123.7,757.8,278.8,351.6,1511.6,1827.7,559.2,415.1,0.0,0.2,0.0,952.4,2.7,0.0,7148.0,6999.2
R. R. Donnelley & Sons Company (NYSE:RRD),2005,16.0,0.0,8430.2,2339.9,137.1,1295.2,2621.7,9373.7,1814.1,947.5,1.8,0.0,2266.6,807.6,1.4,2.4,7345.6,7025.3
"Host Hotels & Resorts, Inc. (NasdaqGS:HST)",2005,16.0,0.0,3693.0,898.0,166.0,831.0,460.0,8245.0,165.0,514.0,6.2,0.0,5185.4,295.0,2.8,10.1,5575.7,7051.5
Southwestern Energy Company (NYSE:SWN),2005,16.0,0.0,676.3,416.1,147.8,343.6,461.1,1868.5,302.4,304.5,0.0,0.2,0.0,158.7,1.5,0.0,1837.8,7139.7
Cintas Corporation (NasdaqGS:CTAS),2005,16.0,0.0,3223.7,1375.9,309.6,635.6,1152.6,3121.0,363.6,423.5,0.3,0.1,210.4,789.0,3.2,0.5,7470.0,7157.5
Hospira Inc.,2005,16.0,0.0,2626.7,860.0,235.6,496.4,1561.2,2789.2,596.2,571.1,0.4,0.1,177.2,965.0,2.6,0.3,4509.6,7198.2
"Harman International Industries, Incorporated",2005,16.0,0.0,3137.9,1103.9,260.3,511.2,1292.6,2281.4,746.8,459.6,0.0,0.1,8.2,545.8,1.7,0.0,8148.1,7234.8
Cognizant Technology Solutions Corporation (NasdaqGS:CTSH),2005,16.0,0.0,885.8,405.9,166.3,199.0,663.4,869.9,153.8,159.8,0.0,0.2,0.0,509.6,4.3,0.0,5039.3,7237.9
The Sherwin-Williams Company (NYSE:SHW),2005,16.0,0.0,7190.7,3084.3,463.3,872.8,1894.4,4369.2,1554.4,716.7,0.7,0.1,584.8,340.0,1.2,0.8,6106.2,7242.3
Invesco Ltd. (NYSE:IVZ),2005,16.0,0.0,2872.6,1121.9,219.8,565.0,2723.1,7584.4,2573.4,306.9,0.8,0.1,475.2,149.7,1.1,1.5,5323.3,7260.2
Vulcan Materials Company (NYSE:VMC),2005,16.0,0.0,2895.3,708.8,389.1,690.9,1164.6,3590.4,570.7,473.2,0.2,0.1,145.1,593.9,2.0,0.3,5784.0,7319.8
Graham Holdings Company (NYSE:GHC),2005,16.0,0.0,3553.9,2048.7,314.3,712.9,818.3,4584.8,694.7,522.8,0.0,0.1,0.0,123.6,1.2,0.0,8751.5,7322.7
"AvalonBay Communities, Inc. (NYSE:AVB)",2005,16.0,0.0,662.4,401.3,310.5,379.1,101.6,5198.6,262.9,306.2,6.1,0.5,2327.7,-161.3,0.4,7.6,4857.2,7328.0
Genuine Parts Company (NYSE:GPC),2005,16.0,0.0,9783.1,2898.1,437.4,803.4,3806.9,4771.5,1249.1,440.5,0.4,0.0,334.2,2557.8,3.0,0.8,7392.1,7379.9
Cooper Industries plc,2005,16.0,0.0,4730.4,1486.6,163.9,670.8,2131.1,5215.1,1161.1,573.5,0.8,0.0,568.8,970.0,1.8,1.0,6378.4,7481.1
"AutoZone, Inc. (NYSE:AZO)",2005,16.0,0.0,5762.8,2827.3,562.9,1105.4,2000.8,4339.8,1844.9,662.8,1.6,0.1,1713.4,155.9,1.1,2.6,7109.7,7500.0
DTE Energy Company (NYSE:DTE),2005,16.0,0.0,8094.0,1939.0,537.0,1673.0,4682.0,23335.0,4920.0,1001.0,5.2,0.1,8632.7,-238.0,1.0,8.6,7621.1,7504.2
Canadian Pacific Railway Limited (TSX:CP),2005,16.0,0.0,3765.6,1239.0,465.9,1239.0,766.9,9343.8,958.0,901.4,2.0,0.1,2465.6,-191.1,0.8,2.7,5380.4,7568.3
Fluor Corporation (NYSE:FLR),2005,16.0,0.0,13161.1,435.9,227.3,402.0,3108.2,4574.4,2339.3,408.7,0.0,0.0,0.0,768.9,1.3,0.0,4486.5,7636.3
NVIDIA Corporation (NasdaqGS:NVDA),2005,16.0,0.0,2375.7,910.0,301.2,448.8,1550.3,1954.7,438.7,446.4,0.0,0.1,0.0,1111.6,3.5,0.0,3809.6,7696.1
The Estée Lauder Companies Inc. (NYSE:EL),2005,16.0,0.0,6334.4,4705.2,313.0,894.5,2201.6,3701.0,1530.7,558.3,0.3,0.0,280.9,670.9,1.4,0.5,10170.4,7760.3
Laboratory Corporation of America Holdings (NYSE:LH),2005,16.0,0.0,3327.6,1390.3,386.2,754.6,702.3,3875.8,888.1,574.2,1.4,0.1,1086.6,-185.8,0.8,1.9,6526.5,7795.8
Xcel Energy Inc. (NasdaqGS:XEL),2005,16.0,0.0,9625.5,2147.9,513.0,1920.1,3141.9,21504.9,3672.8,1183.7,3.9,0.1,7411.6,-530.9,0.9,6.3,7282.2,7824.1
"Expeditors International of Washington, Inc. (NasdaqGS:EXPD)",2005,16.0,0.0,3903.8,408.4,190.4,303.4,1202.0,1566.0,612.5,267.1,0.0,0.0,0.0,589.5,2.0,0.0,5982.6,7841.6
"Chico's FAS, Inc. (NYSE:CHS)",2005,16.0,0.0,1404.6,857.0,194.0,347.2,538.0,999.4,122.7,268.4,0.0,0.1,0.0,415.3,4.4,0.0,4704.2,7883.3
Microchip Technology Incorporated (NasdaqGS:MCHP),2005,16.0,0.0,888.8,521.7,223.2,417.2,1302.2,2006.5,337.8,380.3,0.0,0.3,0.0,964.4,3.9,0.0,5374.9,7883.9
The E.W. Scripps Company (NasdaqGS:SSP),2005,16.0,0.0,2154.6,1048.0,249.2,666.9,995.5,4032.6,393.9,446.9,1.2,0.1,793.6,601.6,2.5,1.8,7559.9,7908.0
"Varian Medical Systems, Inc. (NYSE:VAR)",2005,16.0,0.0,1417.8,606.6,207.4,332.0,1029.8,1337.9,510.4,224.8,0.0,0.1,0.0,519.4,2.0,0.0,5037.7,7937.8
Shoppers Drug Mart Corporation,2005,16.0,0.0,6135.1,617.9,312.7,614.2,1342.6,3753.8,1194.7,386.6,1.3,0.1,798.5,147.9,1.1,2.1,6637.7,7941.9
Cincinnati Financial Corporation (NasdaqGS:CINF),2005,16.0,0.0,3767.0,1248.0,602.0,907.0,2227.0,16003.0,1559.0,805.0,0.7,0.2,672.1,668.0,1.4,0.8,7414.3,7956.3
Kinross Gold Corporation (TSX:K),2005,16.0,0.0,725.5,277.4,-216.0,191.2,241.9,1698.1,177.9,133.7,0.4,-0.3,78.6,64.0,1.4,0.6,4613.4,7959.8
Kimco Realty Corporation (NYSE:KIM),2005,16.0,0.0,559.6,427.4,363.6,378.4,140.6,5534.6,197.8,410.8,6.9,0.6,2614.7,-57.2,0.7,6.4,5936.0,7975.4
"Fiserv, Inc. (NasdaqGS:FISV)",2005,16.0,0.0,3241.0,1071.0,516.0,743.0,843.7,6039.5,586.9,896.0,0.6,0.2,410.9,256.8,1.4,0.5,7430.0,7993.6
"H&R Block, Inc. (NYSE:HRB)",2005,16.0,0.0,3789.3,1538.4,517.8,863.5,4832.8,7672.3,4750.3,383.8,2.4,0.1,2063.8,82.5,1.0,5.4,7957.5,8014.0
Magna International Inc. (TSX:MG),2005,16.0,0.0,22811.0,2980.0,639.0,1782.0,6603.0,12321.0,4388.0,1698.0,0.0,0.0,0.0,2215.0,1.5,0.0,7476.5,8068.3
Collins Aerospace,2005,16.0,0.0,3563.0,991.0,410.0,682.0,1737.0,3105.0,1055.0,579.0,0.1,0.1,66.2,682.0,1.6,0.1,7652.7,8083.5
CNA Financial Corporation (NYSE:CNA),2005,16.0,0.0,10028.0,1486.0,264.0,506.0,19946.0,59016.0,36532.0,2169.0,3.2,0.0,1593.9,-16586.0,0.5,0.7,6767.4,8093.6
"Noble Energy, Inc.",2005,16.0,0.0,2095.9,1782.6,645.7,1529.0,1175.5,8878.0,1240.1,1239.9,1.3,0.3,1926.5,-64.6,0.9,1.6,3480.1,8096.4
"Ambac Financial Group, Inc. (NYSE:AMBC)",2005,5.0,1.0,1614.1,1093.7,751.0,1082.9,2380.3,18545.9,3277.9,1039.0,1.3,0.5,1364.5,-897.6,0.7,1.3,8373.5,8114.2
"Ambac Financial Group, Inc. (NYSE:AMBC)",2005,5.0,1.0,1614.1,1093.7,751.0,1082.9,2380.3,18545.9,3277.9,1039.0,1.3,0.5,1364.5,-897.6,0.7,1.3,8373.5,8114.2
MBIA Inc. (NYSE:MBI),2005,16.0,0.0,2296.1,2145.3,711.0,1850.9,3143.0,34561.4,4110.9,782.8,12.0,0.3,22210.8,-967.9,0.8,28.4,8406.9,8252.8
